05-02-2012 15:00:52.139 INFO  ApplicationManager - Initializing applications: /opt/splunk/etc/apps
05-02-2012 15:00:52.310 INFO  LMTracker - setting feature=Alerting state=ENABLED (fs=1)
05-02-2012 15:00:52.310 INFO  LMTracker - setting feature=DeployClient state=ENABLED (fs=1)
05-02-2012 15:00:52.310 INFO  LMTracker - setting feature=DeployServer state=ENABLED (fs=1)
05-02-2012 15:00:52.310 INFO  LMTracker - setting feature=SplunkWeb state=ENABLED (fs=1)
05-02-2012 15:00:52.310 INFO  LMTracker - setting feature=SyslogOutputProcessor state=ENABLED (fs=1)
05-02-2012 15:00:52.310 INFO  LMTracker - setting feature=SigningProcessor state=ENABLED (fs=1)
05-02-2012 15:00:52.310 INFO  LMTracker - setting feature=LocalSearch state=ENABLED (fs=1)
05-02-2012 15:00:52.310 INFO  LicenseMgr - Tracker init complete...
05-02-2012 15:00:52.354 INFO  AdminManager - added factory for admin handler: 'licenses'
05-02-2012 15:00:52.357 INFO  AdminManager - added factory for admin handler: 'pools'
05-02-2012 15:00:52.357 INFO  AdminManager - added factory for admin handler: 'stacks'
05-02-2012 15:00:52.357 INFO  AdminManager - added factory for admin handler: 'groups'
05-02-2012 15:00:52.357 INFO  AdminManager - added factory for admin handler: 'slaves'
05-02-2012 15:00:52.357 INFO  AdminManager - added factory for admin handler: 'localslave'
05-02-2012 15:00:52.357 INFO  AdminManager - added factory for admin handler: 'licensermessages'
05-02-2012 15:00:52.363 INFO  loader - Splunkd starting (build 119532).
05-02-2012 15:00:52.363 INFO  loader - System info: Linux, linux-ahv8.site, 3.1.10-1.9-default, #1 SMP Thu Apr 5 18:48:38 UTC 2012 (4a97ec8), i686.
05-02-2012 15:00:52.364 INFO  loader - Detected 1 (virtual) CPUs and 2929MB RAM
05-02-2012 15:00:52.365 INFO  loader - Arguments are: "splunkd" "search" "--id=scheduler__nobody__SplunkDeploymentMonitor_QWxsIGZvcndhcmRlcnMgdGltZWNoYXJ0_at_1335945600_ba3c8073912c9fd2" "--maxbuckets=0" "--ttl=3600" "--maxout=500000" "--maxtime=0" "--lookups=1" "--reduce_freq=10" "--user=splunk-system-user" "--pro" "--roles=admin:power:user"
05-02-2012 15:00:52.366 INFO  loader - Getting configuration data from: /opt/splunk/etc/myinstall/splunkd.xml
05-02-2012 15:00:52.366 INFO  loader - SPLUNK_MODULE_PATH environment variable not found - defaulting to /opt/splunk/etc/modules
05-02-2012 15:00:52.371 INFO  loader - loading modules from /opt/splunk/etc/modules
05-02-2012 15:00:52.372 INFO  splunklogger - Module /opt/splunk/etc/modules/parsing loaded
05-02-2012 15:00:52.373 INFO  splunklogger - Module /opt/splunk/etc/modules/distributedDeployment/classes/deployable loaded
05-02-2012 15:00:52.374 INFO  splunklogger - Module /opt/splunk/etc/modules/distributedDeployment/classes/deploymentserver loaded
05-02-2012 15:00:52.374 INFO  splunklogger - Module /opt/splunk/etc/modules/distributedDeployment/classes loaded
05-02-2012 15:00:52.374 INFO  splunklogger - Module /opt/splunk/etc/modules/distributedDeployment loaded
05-02-2012 15:00:52.374 INFO  splunklogger - Module /opt/splunk/etc/modules/input/FIFO loaded
05-02-2012 15:00:52.379 INFO  splunklogger - Module /opt/splunk/etc/modules/input/UDP loaded
05-02-2012 15:00:52.379 INFO  splunklogger - Module /opt/splunk/etc/modules/input/exec loaded
05-02-2012 15:00:52.382 INFO  splunklogger - Module /opt/splunk/etc/modules/input/tailfile loaded
05-02-2012 15:00:52.382 INFO  splunklogger - Module /opt/splunk/etc/modules/input/TCP loaded
05-02-2012 15:00:52.382 INFO  splunklogger - Module /opt/splunk/etc/modules/input/fschangemanager loaded
05-02-2012 15:00:52.383 INFO  splunklogger - Module /opt/splunk/etc/modules/input/stashparsing loaded
05-02-2012 15:00:52.383 INFO  splunklogger - Module /opt/splunk/etc/modules/input loaded
05-02-2012 15:00:52.383 INFO  splunklogger - Module /opt/splunk/etc/modules/internal/scheduler loaded
05-02-2012 15:00:52.385 INFO  splunklogger - Module /opt/splunk/etc/modules/internal loaded
05-02-2012 15:00:52.385 INFO  loader - Writing out composite configuration file: /opt/splunk/var/run/splunk/composite.xml
05-02-2012 15:00:52.482 INFO  UserManagerPro - Load authentication: forcing roles="admin, power, user"
05-02-2012 15:00:52.527 INFO  IndexProcessor - setting process pool max groups=20
05-02-2012 15:00:52.530 INFO  IndexProcessor - setting process pool max groups low priority=1
05-02-2012 15:00:52.530 INFO  IndexProcessor - initializing with fullInit=0, reloading=0
05-02-2012 15:00:52.530 INFO  HotDBManager - index=_audit Setting hot mgr params: maxHotSpanSecs=7776000 snapBucketTimespans=false maxHotBuckets=3 maxDataSizeBytes=786432000 quarantinePastSecs=77760000 quarantineFutureSecs=2592000 
05-02-2012 15:00:52.540 INFO  AuditTrailManager - audit stanza does not exist in audit.conf - no signing will take place
05-02-2012 15:00:52.540 INFO  databasePartitionPolicy - index _audit initialized with [300,60,188697600,,,,786432000,20,true,500000,5,5,true,3,0,_blocksignature,7776000,1000000,0,3,77760000,2592000,131072,25,0,15,0,0,-1,18446744073709551615ms,2592000,true]
05-02-2012 15:00:52.540 INFO  HotDBManager - index=_blocksignature Setting hot mgr params: maxHotSpanSecs=7776000 snapBucketTimespans=false maxHotBuckets=3 maxDataSizeBytes=1048576000 quarantinePastSecs=77760000 quarantineFutureSecs=2592000 
05-02-2012 15:00:52.540 INFO  AuditTrailManager - audit stanza does not exist in audit.conf - no signing will take place
05-02-2012 15:00:52.540 INFO  databasePartitionPolicy - index _blocksignature initialized with [300,60,0,,,,1048576000,20,true,0,5,5,true,3,0,_blocksignature,7776000,1000000,0,3,77760000,2592000,131072,25,0,15,0,0,-1,18446744073709551615ms,2592000,true]
05-02-2012 15:00:52.541 INFO  HotDBManager - index=_internal Setting hot mgr params: maxHotSpanSecs=7776000 snapBucketTimespans=false maxHotBuckets=3 maxDataSizeBytes=104857600 quarantinePastSecs=77760000 quarantineFutureSecs=2592000 
05-02-2012 15:00:52.541 INFO  AuditTrailManager - audit stanza does not exist in audit.conf - no signing will take place
05-02-2012 15:00:52.541 INFO  databasePartitionPolicy - index _internal initialized with [300,60,2419200,,,,104857600,20,true,500000,5,5,true,3,0,_blocksignature,7776000,1000000,0,3,77760000,2592000,131072,25,0,15,0,0,-1,18446744073709551615ms,2592000,true]
05-02-2012 15:00:52.541 INFO  HotDBManager - index=_thefishbucket Setting hot mgr params: maxHotSpanSecs=7776000 snapBucketTimespans=false maxHotBuckets=3 maxDataSizeBytes=10485760 quarantinePastSecs=77760000 quarantineFutureSecs=2592000 
05-02-2012 15:00:52.541 INFO  AuditTrailManager - audit stanza does not exist in audit.conf - no signing will take place
05-02-2012 15:00:52.541 INFO  databasePartitionPolicy - index _thefishbucket initialized with [300,60,2419200,,,,10485760,20,true,500000,5,5,true,3,0,_blocksignature,7776000,1000000,0,3,77760000,2592000,131072,25,0,15,0,0,-1,18446744073709551615ms,2592000,true]
05-02-2012 15:00:52.541 INFO  HotDBManager - index=history Setting hot mgr params: maxHotSpanSecs=7776000 snapBucketTimespans=false maxHotBuckets=3 maxDataSizeBytes=10485760 quarantinePastSecs=77760000 quarantineFutureSecs=2592000 
05-02-2012 15:00:52.541 INFO  AuditTrailManager - audit stanza does not exist in audit.conf - no signing will take place
05-02-2012 15:00:52.541 INFO  databasePartitionPolicy - index history initialized with [300,60,604800,,,,10485760,20,true,500000,5,5,true,3,0,_blocksignature,7776000,1000000,0,3,77760000,2592000,131072,25,0,15,0,0,-1,18446744073709551615ms,2592000,true]
05-02-2012 15:00:52.541 INFO  HotDBManager - index=main Setting hot mgr params: maxHotSpanSecs=7776000 snapBucketTimespans=false maxHotBuckets=10 maxDataSizeBytes=1073741824 quarantinePastSecs=77760000 quarantineFutureSecs=2592000 
05-02-2012 15:00:52.541 INFO  AuditTrailManager - audit stanza does not exist in audit.conf - no signing will take place
05-02-2012 15:00:52.541 INFO  databasePartitionPolicy - index main initialized with [300,60,188697600,,,,1073741824,20,true,500000,20,5,true,6,0,_blocksignature,7776000,1000000,86400,10,77760000,2592000,131072,25,0,15,0,0,-1,18446744073709551615ms,2592000,true]
05-02-2012 15:00:52.541 INFO  HotDBManager - index=summary Setting hot mgr params: maxHotSpanSecs=7776000 snapBucketTimespans=false maxHotBuckets=3 maxDataSizeBytes=786432000 quarantinePastSecs=77760000 quarantineFutureSecs=2592000 
05-02-2012 15:00:52.542 INFO  AuditTrailManager - audit stanza does not exist in audit.conf - no signing will take place
05-02-2012 15:00:52.542 INFO  databasePartitionPolicy - index summary initialized with [300,60,188697600,,,,786432000,20,true,500000,5,5,true,3,0,_blocksignature,7776000,1000000,0,3,77760000,2592000,131072,25,0,15,0,0,-1,18446744073709551615ms,2592000,true]
05-02-2012 15:00:52.542 INFO  HotDBManager - index=summary_forwarders Setting hot mgr params: maxHotSpanSecs=7776000 snapBucketTimespans=false maxHotBuckets=3 maxDataSizeBytes=786432000 quarantinePastSecs=77760000 quarantineFutureSecs=2592000 
05-02-2012 15:00:52.542 INFO  AuditTrailManager - audit stanza does not exist in audit.conf - no signing will take place
05-02-2012 15:00:52.542 INFO  databasePartitionPolicy - index summary_forwarders initialized with [300,60,188697600,,,,786432000,20,true,500000,5,5,true,3,0,_blocksignature,7776000,1000000,0,3,77760000,2592000,131072,25,0,15,0,0,-1,18446744073709551615ms,2592000,true]
05-02-2012 15:00:52.542 INFO  HotDBManager - index=summary_hosts Setting hot mgr params: maxHotSpanSecs=7776000 snapBucketTimespans=false maxHotBuckets=3 maxDataSizeBytes=786432000 quarantinePastSecs=77760000 quarantineFutureSecs=2592000 
05-02-2012 15:00:52.542 INFO  AuditTrailManager - audit stanza does not exist in audit.conf - no signing will take place
05-02-2012 15:00:52.542 INFO  databasePartitionPolicy - index summary_hosts initialized with [300,60,188697600,,,,786432000,20,true,500000,5,5,true,3,0,_blocksignature,7776000,1000000,0,3,77760000,2592000,131072,25,0,15,0,0,-1,18446744073709551615ms,2592000,true]
05-02-2012 15:00:52.542 INFO  HotDBManager - index=summary_indexers Setting hot mgr params: maxHotSpanSecs=7776000 snapBucketTimespans=false maxHotBuckets=3 maxDataSizeBytes=786432000 quarantinePastSecs=77760000 quarantineFutureSecs=2592000 
05-02-2012 15:00:52.542 INFO  AuditTrailManager - audit stanza does not exist in audit.conf - no signing will take place
05-02-2012 15:00:52.542 INFO  databasePartitionPolicy - index summary_indexers initialized with [300,60,188697600,,,,786432000,20,true,500000,5,5,true,3,0,_blocksignature,7776000,1000000,0,3,77760000,2592000,131072,25,0,15,0,0,-1,18446744073709551615ms,2592000,true]
05-02-2012 15:00:52.542 INFO  HotDBManager - index=summary_pools Setting hot mgr params: maxHotSpanSecs=7776000 snapBucketTimespans=false maxHotBuckets=3 maxDataSizeBytes=786432000 quarantinePastSecs=77760000 quarantineFutureSecs=2592000 
05-02-2012 15:00:52.542 INFO  AuditTrailManager - audit stanza does not exist in audit.conf - no signing will take place
05-02-2012 15:00:52.542 INFO  databasePartitionPolicy - index summary_pools initialized with [300,60,188697600,,,,786432000,20,true,500000,5,5,true,3,0,_blocksignature,7776000,1000000,0,3,77760000,2592000,131072,25,0,15,0,0,-1,18446744073709551615ms,2592000,true]
05-02-2012 15:00:52.542 INFO  HotDBManager - index=summary_sources Setting hot mgr params: maxHotSpanSecs=7776000 snapBucketTimespans=false maxHotBuckets=3 maxDataSizeBytes=786432000 quarantinePastSecs=77760000 quarantineFutureSecs=2592000 
05-02-2012 15:00:52.543 INFO  AuditTrailManager - audit stanza does not exist in audit.conf - no signing will take place
05-02-2012 15:00:52.543 INFO  databasePartitionPolicy - index summary_sources initialized with [300,60,188697600,,,,786432000,20,true,500000,5,5,true,3,0,_blocksignature,7776000,1000000,0,3,77760000,2592000,131072,25,0,15,0,0,-1,18446744073709551615ms,2592000,true]
05-02-2012 15:00:52.544 INFO  HotDBManager - index=summary_sourcetypes Setting hot mgr params: maxHotSpanSecs=7776000 snapBucketTimespans=false maxHotBuckets=3 maxDataSizeBytes=786432000 quarantinePastSecs=77760000 quarantineFutureSecs=2592000 
05-02-2012 15:00:52.544 INFO  AuditTrailManager - audit stanza does not exist in audit.conf - no signing will take place
05-02-2012 15:00:52.544 INFO  databasePartitionPolicy - index summary_sourcetypes initialized with [300,60,188697600,,,,786432000,20,true,500000,5,5,true,3,0,_blocksignature,7776000,1000000,0,3,77760000,2592000,131072,25,0,15,0,0,-1,18446744073709551615ms,2592000,true]
05-02-2012 15:00:52.544 INFO  UserManager - Setting user context: splunk-system-user
05-02-2012 15:00:52.546 INFO  UserManager - Done setting user context: NULL -> splunk-system-user
05-02-2012 15:00:52.546 INFO  dispatchRunner - search context: user="splunk-system-user", app="SplunkDeploymentMonitor", bs-pathname="/opt/splunk/etc"
05-02-2012 15:00:52.547 INFO  SearchParser - PARSING: search index="summary_forwarders" | eval mb=kb/1024 | eval _time = _time+1800 | timechart partial=f sum(mb) as MB by sourceHost
05-02-2012 15:00:52.554 INFO  DispatchCommand - Not running in splunkd. Bundle replication not triggered.
05-02-2012 15:00:52.691 INFO  UserManager - Setting user context: splunk-system-user
05-02-2012 15:00:52.691 INFO  UserManager - Done setting user context: NULL -> splunk-system-user
05-02-2012 15:00:52.999 INFO  PropertiesMapConfig - Expanded file pattern (?i)source::....zip(.\d+)? into (?i)source::.*\.zip(\.\d+)?
05-02-2012 15:00:53.002 INFO  PropertiesMapConfig - Expanded file pattern source::...((.(bak|old))|,v|~|#) into source::.*((\.(bak|old))|,v|~|#)
05-02-2012 15:00:53.002 INFO  PropertiesMapConfig - Expanded file pattern source::....(0t|a|ali|asa|au|bmp|cg|cgi|class|d|dat|deb|del|dot|dvi|dylib|elc|eps|exe|ftn|gif|hlp|hqx|hs|icns|ico|inc|iso|jame|jin|jpeg|jpg|kml|la|lhs|lib|lo|lock|mcp|mid|mp3|mpg|msf|nib|o|obj|odt|ogg|ook|opt|os|pal|pbm|pdf|pem|pgm|plo|png|po|pod|pp|ppd|ppm|ppt|prc|ps|psd|psym|pyc|pyd|rast|rb|rde|rdf|rdr|rgb|ro|rpm|rsrc|so|ss|stg|strings|tdt|tif|tiff|tk|uue|vhd|xbm|xlb|xls|xlw) into source::.*\.(0t|a|ali|asa|au|bmp|cg|cgi|class|d|dat|deb|del|dot|dvi|dylib|elc|eps|exe|ftn|gif|hlp|hqx|hs|icns|ico|inc|iso|jame|jin|jpeg|jpg|kml|la|lhs|lib|lo|lock|mcp|mid|mp3|mpg|msf|nib|o|obj|odt|ogg|ook|opt|os|pal|pbm|pdf|pem|pgm|plo|png|po|pod|pp|ppd|ppm|ppt|prc|ps|psd|psym|pyc|pyd|rast|rb|rde|rdf|rdr|rgb|ro|rpm|rsrc|so|ss|stg|strings|tdt|tif|tiff|tk|uue|vhd|xbm|xlb|xls|xlw)
05-02-2012 15:00:53.002 INFO  PropertiesMapConfig - Expanded file pattern source::....(?<!tar.)gz(.\d+)? into source::.*\.(?<!tar\.)gz(\.\d+)?
05-02-2012 15:00:53.002 INFO  PropertiesMapConfig - Expanded file pattern source::....(cache|class|cxx|dylib|jar|lo|xslt|md5|rpm|deb|iso|vim) into source::.*\.(cache|class|cxx|dylib|jar|lo|xslt|md5|rpm|deb|iso|vim)
05-02-2012 15:00:53.002 INFO  PropertiesMapConfig - Expanded file pattern source::....(css|htm|html|sgml|shtml|template) into source::.*\.(css|htm|html|sgml|shtml|template)
05-02-2012 15:00:53.005 INFO  PropertiesMapConfig - Expanded file pattern source::....(jar)(.\d+)? into source::.*\.(jar)(\.\d+)?
05-02-2012 15:00:53.005 INFO  PropertiesMapConfig - Expanded file pattern source::....(tar.gz|tgz)(.\d+)? into source::.*\.(tar\.gz|tgz)(\.\d+)?
05-02-2012 15:00:53.005 INFO  PropertiesMapConfig - Expanded file pattern source::....(tbz|tbz2)(.\d+)? into source::.*\.(tbz|tbz2)(\.\d+)?
05-02-2012 15:00:53.005 INFO  PropertiesMapConfig - Expanded file pattern source::....Z(.\d+)? into source::.*\.Z(\.\d+)?
05-02-2012 15:00:53.005 INFO  PropertiesMapConfig - Expanded file pattern source::....bz2?(.\d+)? into source::.*\.bz2?(\.\d+)?
05-02-2012 15:00:53.006 INFO  PropertiesMapConfig - Expanded file pattern source::....crash.log(.\d+)? into source::.*\.crash\.log(\.\d+)?
05-02-2012 15:00:53.006 INFO  PropertiesMapConfig - Expanded file pattern source::....csv into source::.*\.csv
05-02-2012 15:00:53.006 INFO  PropertiesMapConfig - Expanded file pattern source::....tar(.\d+)? into source::.*\.tar(\.\d+)?
05-02-2012 15:00:53.006 INFO  PropertiesMapConfig - Expanded file pattern source::.../(apache|httpd).../error* into source::.*/(apache|httpd).*/error[^/]*
05-02-2012 15:00:53.006 INFO  PropertiesMapConfig - Expanded file pattern source::.../(ex|in|nc)(\d{4,8})*?.log into source::.*/(ex|in|nc)(\d{4,8})[^/]*?\.log
05-02-2012 15:00:53.006 INFO  PropertiesMapConfig - Expanded file pattern source::.../(readme|README)... into source::.*/(readme|README).*
05-02-2012 15:00:53.009 INFO  PropertiesMapConfig - Expanded file pattern source::.../man/man\d+/*.\d+ into source::.*/man/man\d+/[^/]*\.\d+
05-02-2012 15:00:53.010 INFO  PropertiesMapConfig - Expanded file pattern source::.../messages(.\d+)? into source::.*/messages(\.\d+)?
05-02-2012 15:00:53.010 INFO  PropertiesMapConfig - Expanded file pattern source::.../mysql.log(.\d+)? into source::.*/mysql\.log(\.\d+)?
05-02-2012 15:00:53.010 INFO  PropertiesMapConfig - Expanded file pattern source::.../private/var/log/mail.log(.\d+)? into source::.*/private/var/log/mail\.log(\.\d+)?
05-02-2012 15:00:53.010 INFO  PropertiesMapConfig - Expanded file pattern source::.../private/var/log/system.log(.\d+)? into source::.*/private/var/log/system\.log(\.\d+)?
05-02-2012 15:00:53.010 INFO  PropertiesMapConfig - Expanded file pattern source::.../private/var/log/windowserver.log(.\d+)? into source::.*/private/var/log/windowserver\.log(\.\d+)?
05-02-2012 15:00:53.010 INFO  PropertiesMapConfig - Expanded file pattern source::.../procmail(_|.)log into source::.*/procmail(_|\.)log
05-02-2012 15:00:53.010 INFO  PropertiesMapConfig - Expanded file pattern source::.../splunkd.log(.\d+)? into source::.*/splunkd\.log(\.\d+)?
05-02-2012 15:00:53.010 INFO  PropertiesMapConfig - Expanded file pattern source::.../splunkd_access.log(.\d+)? into source::.*/splunkd_access\.log(\.\d+)?
05-02-2012 15:00:53.010 INFO  PropertiesMapConfig - Expanded file pattern source::.../syslog(.\d+)? into source::.*/syslog(\.\d+)?
05-02-2012 15:00:53.010 INFO  PropertiesMapConfig - Expanded file pattern source::.../var/log/anaconda.log(.\d+)? into source::.*/var/log/anaconda\.log(\.\d+)?
05-02-2012 15:00:53.011 INFO  PropertiesMapConfig - Expanded file pattern source::.../var/log/anaconda.syslog(.\d+)? into source::.*/var/log/anaconda\.syslog(\.\d+)?
05-02-2012 15:00:53.011 INFO  PropertiesMapConfig - Expanded file pattern source::.../var/log/asl.log(.\d+)? into source::.*/var/log/asl\.log(\.\d+)?
05-02-2012 15:00:53.011 INFO  PropertiesMapConfig - Expanded file pattern source::.../var/log/audit/audit.log(.\d+)? into source::.*/var/log/audit/audit\.log(\.\d+)?
05-02-2012 15:00:53.011 INFO  PropertiesMapConfig - Expanded file pattern source::.../var/log/boot.log(.\d+)? into source::.*/var/log/boot\.log(\.\d+)?
05-02-2012 15:00:53.011 INFO  PropertiesMapConfig - Expanded file pattern source::.../var/log/crashreporter.log(.\d+)? into source::.*/var/log/crashreporter\.log(\.\d+)?
05-02-2012 15:00:53.011 INFO  PropertiesMapConfig - Expanded file pattern source::.../var/log/cups/access_log(.\d+)? into source::.*/var/log/cups/access_log(\.\d+)?
05-02-2012 15:00:53.011 INFO  PropertiesMapConfig - Expanded file pattern source::.../var/log/cups/error_log(.\d+)? into source::.*/var/log/cups/error_log(\.\d+)?
05-02-2012 15:00:53.011 INFO  PropertiesMapConfig - Expanded file pattern source::.../var/log/daily.out(.\d+)? into source::.*/var/log/daily\.out(\.\d+)?
05-02-2012 15:00:53.011 INFO  PropertiesMapConfig - Expanded file pattern source::.../var/log/dmesg(.\d+)? into source::.*/var/log/dmesg(\.\d+)?
05-02-2012 15:00:53.011 INFO  PropertiesMapConfig - Expanded file pattern source::.../var/log/ftp.log(.\d+)? into source::.*/var/log/ftp\.log(\.\d+)?
05-02-2012 15:00:53.011 INFO  PropertiesMapConfig - Expanded file pattern source::.../var/log/httpd/error_log(.\d+)? into source::.*/var/log/httpd/error_log(\.\d+)?
05-02-2012 15:00:53.011 INFO  PropertiesMapConfig - Expanded file pattern source::.../var/log/httpd/httpd/ssl_error_log(.\d+)? into source::.*/var/log/httpd/httpd/ssl_error_log(\.\d+)?
05-02-2012 15:00:53.012 INFO  PropertiesMapConfig - Expanded file pattern source::.../var/log/install.log(.\d+)? into source::.*/var/log/install\.log(\.\d+)?
05-02-2012 15:00:53.012 INFO  PropertiesMapConfig - Expanded file pattern source::.../var/log/lastlog(.\d+)? into source::.*/var/log/lastlog(\.\d+)?
05-02-2012 15:00:53.012 INFO  PropertiesMapConfig - Expanded file pattern source::.../var/log/monthly.out(.\d+)? into source::.*/var/log/monthly\.out(\.\d+)?
05-02-2012 15:00:53.012 INFO  PropertiesMapConfig - Expanded file pattern source::.../var/log/rpmpkgs(.\d+)? into source::.*/var/log/rpmpkgs(\.\d+)?
05-02-2012 15:00:53.012 INFO  PropertiesMapConfig - Expanded file pattern source::.../var/log/sa/sar\d+ into source::.*/var/log/sa/sar\d+
05-02-2012 15:00:53.012 INFO  PropertiesMapConfig - Expanded file pattern source::.../var/log/secure(.\d+)? into source::.*/var/log/secure(\.\d+)?
05-02-2012 15:00:53.012 INFO  PropertiesMapConfig - Expanded file pattern source::.../var/log/secure.log(.\d+)? into source::.*/var/log/secure\.log(\.\d+)?
05-02-2012 15:00:53.012 INFO  PropertiesMapConfig - Expanded file pattern source::.../var/log/splunk/(license_usage).log(.\d+)? into source::.*/var/log/splunk/(license_usage)\.log(\.\d+)?
05-02-2012 15:00:53.012 INFO  PropertiesMapConfig - Expanded file pattern source::.../var/log/splunk/(web|report)_access.log into source::.*/var/log/splunk/(web|report)_access\.log
05-02-2012 15:00:53.012 INFO  PropertiesMapConfig - Expanded file pattern source::.../var/log/splunk/(web|report)_service.log into source::.*/var/log/splunk/(web|report)_service\.log
05-02-2012 15:00:53.012 INFO  PropertiesMapConfig - Expanded file pattern source::.../var/log/splunk/*crash-*.log into source::.*/var/log/splunk/[^/]*crash-[^/]*\.log
05-02-2012 15:00:53.012 INFO  PropertiesMapConfig - Expanded file pattern source::.../var/log/splunk/audit.log(.\d+)? into source::.*/var/log/splunk/audit\.log(\.\d+)?
05-02-2012 15:00:53.013 INFO  PropertiesMapConfig - Expanded file pattern source::.../var/log/splunk/btool.log(.\d+)? into source::.*/var/log/splunk/btool\.log(\.\d+)?
